name	aboundance
gene_10123|GeneMark.hmm|321_nt|-|146|466|>k141_11171|flag=1|multi=2.0000|len=466	0.00417094807746574
gene_103161|GeneMark.hmm|486_nt|+|3|488|>k141_64902|flag=1|multi=3.0000|len=584	0.003982913532989826
gene_103950|GeneMark.hmm|2061_nt|-|3120|5180|>k141_65231|flag=1|multi=5.0000|len=5181	0.0003752242865056052
gene_103957|GeneMark.hmm|1227_nt|-|235|1461|>k141_67071|flag=1|multi=3.0000|len=1497	0.0013303640000677857
gene_104005|GeneMark.hmm|1461_nt|-|76|1536|>k141_67107|flag=0|multi=142.0000|len=1792	0.0018981072305654639
gene_10469|GeneMark.hmm|699_nt|-|2|700|>k141_11537|flag=1|multi=2.0000|len=702	0.002776659720141479
gene_10517|GeneMark.hmm|705_nt|-|3|707|>k141_11584|flag=1|multi=2.0000|len=707	0.0027491680397440385
gene_105743|GeneMark.hmm|534_nt|-|101|634|>k141_69796|flag=1|multi=2.0000|len=636	0.003065712624761885
gene_10607|GeneMark.hmm|528_nt|-|2|529|>k141_7345|flag=1|multi=5.0000|len=529	0.0036742189113403313
gene_106574|GeneMark.hmm|1032_nt|-|626|1657|>k141_70372|flag=1|multi=3.0000|len=1659	0.0011730004852740104
gene_106593|GeneMark.hmm|1902_nt|-|9471|11372|>k141_64550|flag=0|multi=31.0054|len=14484	0.0001709164442577414
gene_106725|GeneMark.hmm|1707_nt|+|1|1707|>k141_70456|flag=1|multi=4.0000|len=3691	0.0011386419473339397
gene_106819|GeneMark.hmm|795_nt|-|281|1075|>k141_70521|flag=1|multi=4.0000|len=1076	0.001808057492185149
gene_106955|GeneMark.hmm|1026_nt|+|3|1028|>k141_70620|flag=1|multi=5.0000|len=1954	0.0018907215993181276
gene_109656|GeneMark.hmm|1590_nt|-|90568|92157|>k141_72442|flag=0|multi=10.9995|len=114768	2.109076688801757e-05
gene_109|GeneMark.hmm|1149_nt|+|45|1193|>k141_203|flag=1|multi=4.0000|len=1581	0.0016292219648776488
gene_110923|GeneMark.hmm|1821_nt|-|11444|13264|>k141_73283|flag=0|multi=40.2626|len=24626	0.00021980493864208025
gene_11196|GeneMark.hmm|1107_nt|-|1|1107|>k141_10460|flag=1|multi=4.0000|len=1109	0.0017557920542900045
gene_112177|GeneMark.hmm|1350_nt|+|5352|6701|>k141_74107|flag=0|multi=35.3209|len=7060	0.00029005548486778617
gene_112424|GeneMark.hmm|4422_nt|+|297|4718|>k141_72267|flag=0|multi=20.9835|len=19191	0.0004119673175284093
gene_113941|GeneMark.hmm|783_nt|+|2151|2933|>k141_71674|flag=0|multi=21.9263|len=3966	0.0006626872840433123
gene_114007|GeneMark.hmm|705_nt|-|3456|4160|>k141_75351|flag=1|multi=7.0000|len=7062	0.00046722639521611423
gene_114080|GeneMark.hmm|816_nt|+|2393|3208|>k141_73298|flag=1|multi=7.0000|len=4964	0.0006058796147440882
gene_114615|GeneMark.hmm|843_nt|-|3|845|>k141_75774|flag=1|multi=4.0000|len=1659	0.0057504787103521745
gene_115516|GeneMark.hmm|7086_nt|-|437|7522|>k141_78719|flag=1|multi=6.0000|len=17443	0.00025839694284751863
gene_115722|GeneMark.hmm|2991_nt|-|57078|60068|>k141_76467|flag=1|multi=22.0000|len=94468	3.235769135145227e-05
gene_115925|GeneMark.hmm|2061_nt|-|10372|12432|>k141_76576|flag=1|multi=7.5425|len=15865	0.00015634345271066884
gene_116773|GeneMark.hmm|795_nt|-|485|1279|>k141_77129|flag=1|multi=4.0000|len=1868	0.0015196730290062822
gene_117265|GeneMark.hmm|1338_nt|-|1963|3300|>k141_77449|flag=0|multi=127.0475|len=16734	0.0008834826382268341
gene_117266|GeneMark.hmm|960_nt|-|3297|4256|>k141_77449|flag=0|multi=127.0475|len=16734	0.00045668745397063794
gene_117787|GeneMark.hmm|1968_nt|+|3|1970|>k141_90759|flag=1|multi=11.0000|len=22689	0.0014799455361160165
gene_117894|GeneMark.hmm|1050_nt|+|993|2042|>k141_75665|flag=1|multi=6.0000|len=2499	0.0009518422155235236
gene_118307|GeneMark.hmm|1026_nt|-|369|1394|>k141_75945|flag=1|multi=4.0000|len=1458	0.0020914581823160347
gene_119470|GeneMark.hmm|1662_nt|+|1787|3448|>k141_76664|flag=1|multi=9.0000|len=6080	0.0008455605296254502
gene_120435|GeneMark.hmm|1209_nt|-|190|1398|>k141_77242|flag=1|multi=6.0000|len=7070	0.0013903160258219136
gene_121670|GeneMark.hmm|1215_nt|+|18848|20062|>k141_80397|flag=0|multi=32.9190|len=46970	0.00014532413050286874
gene_122858|GeneMark.hmm|996_nt|-|2|997|>k141_77705|flag=1|multi=3.0000|len=998	0.002924265502656522
gene_123922|GeneMark.hmm|336_nt|-|45|380|>k141_95339|flag=1|multi=2.0000|len=382	0.005114899484471145
gene_125087|GeneMark.hmm|873_nt|-|690|1562|>k141_82597|flag=0|multi=25.0000|len=2365	0.002488683487962913
gene_126078|GeneMark.hmm|381_nt|-|2|382|>k141_79942|flag=1|multi=2.0000|len=727	0.005088119906018417
gene_127217|GeneMark.hmm|1368_nt|-|1958|3325|>k141_83989|flag=1|multi=7.0000|len=9562	0.0005845599410824165
gene_127377|GeneMark.hmm|828_nt|-|21200|22027|>k141_84075|flag=0|multi=66.0000|len=27712	8.823996931488787e-05
gene_128133|GeneMark.hmm|2046_nt|-|1393|3438|>k141_82531|flag=1|multi=14.0000|len=3440	0.0005653466562242685
gene_12895|GeneMark.hmm|921_nt|-|3|923|>k141_11800|flag=1|multi=3.0000|len=1438	0.004211618210398776
gene_12902|GeneMark.hmm|2529_nt|+|7620|10148|>k141_8914|flag=0|multi=219.4956|len=29408	0.0002872972710039961
gene_129863|GeneMark.hmm|456_nt|-|1|456|>k141_85706|flag=1|multi=2.0000|len=458	0.004262416237059287
gene_130219|GeneMark.hmm|984_nt|+|4570|5553|>k141_85937|flag=1|multi=11.0000|len=19833	0.0003500201339994661
gene_130228|GeneMark.hmm|903_nt|+|15163|16065|>k141_85937|flag=1|multi=11.0000|len=19833	0.00012098735164015158
gene_13041|GeneMark.hmm|1176_nt|-|213|1388|>k141_8606|flag=1|multi=3.0000|len=1390	0.0014003327118869127
