name	aboundance
gene_10000|GeneMark.hmm|1551_nt|+|30848|32398|>k141_6315|flag=1|multi=14.4481|len=65531	4.63293282124306e-06
gene_100023|GeneMark.hmm|2217_nt|+|5|2221|>k141_62694|flag=1|multi=8.0000|len=2307	3.379058026623878e-05
gene_100036|GeneMark.hmm|1476_nt|+|454|1929|>k141_60102|flag=1|multi=8.0000|len=2532	7.781117550162398e-05
gene_10004|GeneMark.hmm|1593_nt|-|3|1595|>k141_6371|flag=0|multi=74.0000|len=3473	9.41051771427164e-05
gene_10004|GeneMark.hmm|2316_nt|-|35657|37972|>k141_6315|flag=1|multi=14.4481|len=65531	1.976426808472462e-06
gene_10005|GeneMark.hmm|1395_nt|+|1824|3218|>k141_6371|flag=0|multi=74.0000|len=3473	9.328636267410357e-05
gene_10007|GeneMark.hmm|8706_nt|-|39816|48521|>k141_6315|flag=1|multi=14.4481|len=65531	7.733649221091519e-06
gene_10008|GeneMark.hmm|5862_nt|-|48786|54647|>k141_6315|flag=1|multi=14.4481|len=65531	6.180027347721256e-06
gene_100100|GeneMark.hmm|1326_nt|-|3|1328|>k141_60858|flag=1|multi=5.0000|len=1483	5.6512709918159886e-05
gene_10012|GeneMark.hmm|1104_nt|+|57544|58647|>k141_6315|flag=1|multi=14.4481|len=65531	1.2796712324810531e-06
gene_100147|GeneMark.hmm|546_nt|-|1|546|>k141_64694|flag=1|multi=3.0000|len=546	0.00013745215892182477
gene_10018|GeneMark.hmm|882_nt|+|367|1248|>k141_6961|flag=0|multi=17.0842|len=7778	6.013531952829834e-05
gene_10019|GeneMark.hmm|1362_nt|+|63901|65262|>k141_6315|flag=1|multi=14.4481|len=65531	1.724944349805009e-06
gene_10020|GeneMark.hmm|1146_nt|-|2|1147|>k141_6674|flag=1|multi=3.0000|len=1149	0.00013086116612260912
gene_100257|GeneMark.hmm|468_nt|+|23|490|>k141_62847|flag=1|multi=2.0000|len=519	0.00015316097708431903
gene_100278|GeneMark.hmm|627_nt|-|224|850|>k141_64600|flag=1|multi=5.0000|len=2328	8.829279855448979e-05
gene_100304|GeneMark.hmm|474_nt|-|1|474|>k141_64781|flag=1|multi=3.0000|len=474	0.00015833096787197537
gene_10030|GeneMark.hmm|1467_nt|-|1346|2812|>k141_6389|flag=1|multi=4.0000|len=4383	4.00331856888245e-05
gene_100332|GeneMark.hmm|1488_nt|+|2|1489|>k141_64801|flag=1|multi=5.0000|len=1948	7.560330299326694e-05
gene_100341|GeneMark.hmm|1320_nt|-|3|1322|>k141_64807|flag=1|multi=3.0000|len=1322	5.676919725515607e-05
gene_100399|GeneMark.hmm|1749_nt|+|270|2018|>k141_64850|flag=1|multi=7.0000|len=2212	3.718973179946299e-05
gene_10039|GeneMark.hmm|1254_nt|-|1|1254|>k141_9495|flag=1|multi=5.0000|len=1254	8.97713860900913e-05
gene_100406|GeneMark.hmm|1212_nt|-|5827|7038|>k141_60351|flag=1|multi=8.0000|len=15908	1.066338146793355e-05
gene_10042|GeneMark.hmm|2013_nt|-|1109|3121|>k141_9499|flag=1|multi=4.0000|len=3121	0.00015630173406393978
gene_100435|GeneMark.hmm|1743_nt|-|911|2653|>k141_62965|flag=1|multi=6.0000|len=3164	2.8288307113198764e-05
gene_10044|GeneMark.hmm|540_nt|-|3|542|>k141_11096|flag=1|multi=3.0000|len=543	0.0001384665659987386
gene_100459|GeneMark.hmm|885_nt|+|6105|6989|>k141_64727|flag=0|multi=22.5774|len=10017	1.0738142620019506e-05
gene_100470|GeneMark.hmm|1149_nt|+|12973|14121|>k141_62091|flag=0|multi=51.7690|len=110443	7.97205000757556e-06
gene_100477|GeneMark.hmm|996_nt|+|3|998|>k141_62996|flag=0|multi=63.6331|len=1103	0.0003759963866298413
gene_100478|GeneMark.hmm|768_nt|+|21270|22037|>k141_62091|flag=0|multi=51.7690|len=110443	3.405585096488466e-06
gene_100483|GeneMark.hmm|849_nt|-|1081|1929|>k141_63000|flag=1|multi=3.0000|len=2110	5.835838162621798e-05
gene_10048|GeneMark.hmm|1167_nt|-|1|1167|>k141_6855|flag=1|multi=3.0000|len=1226	6.430923630789745e-05
gene_100492|GeneMark.hmm|2082_nt|-|40742|42823|>k141_62091|flag=0|multi=51.7690|len=110443	2.6288050383432847e-06
gene_100493|GeneMark.hmm|5502_nt|+|42949|48450|>k141_62091|flag=0|multi=51.7690|len=110443	4.646989397604726e-06
