name	aboundance
gene_10043|GeneMark.hmm|609_nt|-|64|672|>k141_8674|flag=1|multi=2.0000|len=673	0.0011264747023996726
gene_100950|GeneMark.hmm|1767_nt|-|62|1828|>k141_62334|flag=1|multi=5.0000|len=1829	0.001035272155378255
gene_10158|GeneMark.hmm|402_nt|-|3|404|>k141_9596|flag=1|multi=3.0000|len=406	0.0018737400990410397
gene_1025|GeneMark.hmm|420_nt|+|2|421|>k141_1276|flag=1|multi=3.0000|len=538	0.002697117577241972
gene_102689|GeneMark.hmm|1320_nt|-|3|1322|>k141_63503|flag=1|multi=5.0000|len=3496	0.0014315260968467852
gene_102691|GeneMark.hmm|930_nt|+|2043|2972|>k141_63503|flag=1|multi=5.0000|len=3496	0.0008914766150888392
gene_1032|GeneMark.hmm|399_nt|-|26|424|>k141_986|flag=1|multi=2.0000|len=424	0.004463390330262855
gene_10531|GeneMark.hmm|1050_nt|-|126|1175|>k141_7089|flag=1|multi=5.0000|len=2039	0.002899114468133285
gene_105738|GeneMark.hmm|849_nt|-|471|1319|>k141_65311|flag=1|multi=5.0000|len=2647	0.0011478256254929188
gene_105741|GeneMark.hmm|864_nt|-|1783|2646|>k141_65311|flag=1|multi=5.0000|len=2647	0.0002860888133078534
gene_106147|GeneMark.hmm|912_nt|+|2|913|>k141_65575|flag=1|multi=5.0000|len=1603	0.001243687294653746
gene_106939|GeneMark.hmm|657_nt|-|1|657|>k141_68990|flag=1|multi=3.0000|len=886	0.0011521933029110807
gene_106970|GeneMark.hmm|546_nt|+|1|546|>k141_66127|flag=1|multi=4.0000|len=632	0.0013864304029534433
gene_1074|GeneMark.hmm|756_nt|-|3|758|>k141_1039|flag=1|multi=2.0000|len=758	0.0009986688654519526
gene_108376|GeneMark.hmm|1659_nt|-|1|1659|>k141_67091|flag=1|multi=5.0000|len=2728	0.0004562935503391079
gene_108431|GeneMark.hmm|540_nt|-|748|1287|>k141_69859|flag=1|multi=4.0000|len=1288	0.0005881825951923699
gene_1094|GeneMark.hmm|450_nt|-|45|494|>k141_1361|flag=1|multi=2.0000|len=637	0.0015323704453695953
gene_109676|GeneMark.hmm|870_nt|+|792|1661|>k141_70662|flag=1|multi=4.0000|len=1853	0.0009114882600994341
gene_111186|GeneMark.hmm|1152_nt|-|35|1186|>k141_68737|flag=1|multi=5.0000|len=1186	0.0015956808600602445
gene_111861|GeneMark.hmm|660_nt|-|3|662|>k141_69164|flag=1|multi=5.0000|len=2725	0.0022869818731497886
gene_11268|GeneMark.hmm|1017_nt|+|1735|2751|>k141_7558|flag=1|multi=5.0000|len=4150	0.00041275408942888773
gene_1127|GeneMark.hmm|1113_nt|-|501|1613|>k141_1392|flag=3|multi=11.0036|len=3204	0.006100981401217322
gene_1129|GeneMark.hmm|735_nt|-|2468|3202|>k141_1392|flag=3|multi=11.0036|len=3204	0.0021277073704288633
gene_113820|GeneMark.hmm|873_nt|-|97|969|>k141_73126|flag=1|multi=4.0000|len=2658	0.0007812084623452837
gene_1139|GeneMark.hmm|1056_nt|-|2325|3380|>k141_1154|flag=0|multi=17.0000|len=3998	0.00022396183432324854
