name	aboundance
gene_10005|GeneMark.hmm|1395_nt|+|1824|3218|>k141_6371|flag=0|multi=74.0000|len=3473	1.1458161685788182e-05
gene_100096|GeneMark.hmm|447_nt|-|147|593|>k141_66046|flag=1|multi=3.0000|len=738	6.21793664500276e-05
gene_100116|GeneMark.hmm|4431_nt|-|2|4432|>k141_60165|flag=1|multi=10.0000|len=4433	8.319576783588984e-06
gene_100127|GeneMark.hmm|669_nt|-|384|1052|>k141_68506|flag=1|multi=3.0000|len=1052	3.504977595519617e-05
gene_100138|GeneMark.hmm|972_nt|-|1721|2692|>k141_68513|flag=1|multi=4.4199|len=3118	1.3697014972090035e-05
gene_100152|GeneMark.hmm|603_nt|+|81|683|>k141_68287|flag=1|multi=4.0000|len=1212	0.00010797178420165849
gene_10016|GeneMark.hmm|2718_nt|+|154|2871|>k141_6960|flag=1|multi=10.0000|len=2923	1.2843038768675157e-05
gene_100181|GeneMark.hmm|1836_nt|+|2286|4121|>k141_64713|flag=1|multi=7.0000|len=8748	8.947431279996693e-06
gene_100182|GeneMark.hmm|2613_nt|+|7621|10233|>k141_68538|flag=1|multi=8.0000|len=10997	1.080984001901682e-05
gene_100188|GeneMark.hmm|1140_nt|-|4003|5142|>k141_68180|flag=1|multi=9.9255|len=9802	1.0756232294301741e-05
gene_100198|GeneMark.hmm|681_nt|-|2716|3396|>k141_62817|flag=1|multi=10.0000|len=3398	1.0857586662210357e-05
gene_1001|GeneMark.hmm|1629_nt|-|1635|3263|>k141_769|flag=0|multi=8.2398|len=3644	2.260028458772073e-05
gene_10020|GeneMark.hmm|1236_nt|+|1916|3151|>k141_6961|flag=0|multi=17.0842|len=7778	1.755269643202144e-05
gene_10021|GeneMark.hmm|876_nt|+|3170|4045|>k141_6961|flag=0|multi=17.0842|len=7778	1.3673311855945503e-05
gene_100238|GeneMark.hmm|1092_nt|-|1|1092|>k141_68576|flag=1|multi=5.0000|len=1093	8.441475344520691e-05
