name	aboundance
gene_10000|GeneMark.hmm|564_nt|-|326|889|>k141_6821|flag=1|multi=4.0000|len=891	9.975241071239402e-05
gene_100031|GeneMark.hmm|1890_nt|-|1218|3107|>k141_60100|flag=0|multi=42.2711|len=3395	9.989688636357063e-05
gene_100107|GeneMark.hmm|747_nt|-|3|749|>k141_68492|flag=1|multi=5.0000|len=751	0.00011839772112592559
gene_10016|GeneMark.hmm|585_nt|-|21|605|>k141_8333|flag=1|multi=4.0000|len=716	0.00029315667148204383
gene_100182|GeneMark.hmm|2613_nt|+|7621|10233|>k141_68538|flag=1|multi=8.0000|len=10997	1.7332139768067677e-05
gene_100198|GeneMark.hmm|681_nt|-|2716|3396|>k141_62817|flag=1|multi=10.0000|len=3398	2.6113042733603727e-05
gene_100249|GeneMark.hmm|2676_nt|-|163|2838|>k141_60244|flag=0|multi=19.3394|len=10929	3.124731963471398e-05
gene_100253|GeneMark.hmm|2478_nt|-|6402|8879|>k141_60244|flag=0|multi=19.3394|len=10929	9.987599180461568e-06
gene_10032|GeneMark.hmm|306_nt|+|1|306|>k141_8350|flag=1|multi=3.0000|len=411	0.00043470535844763856
gene_100367|GeneMark.hmm|1122_nt|-|1|1122|>k141_64823|flag=1|multi=3.0000|len=2151	7.903733789957064e-05
gene_100404|GeneMark.hmm|4305_nt|-|771|5075|>k141_60351|flag=1|multi=8.0000|len=15908	3.494774113234218e-05
gene_100404|GeneMark.hmm|723_nt|-|22|744|>k141_68441|flag=0|multi=9.9290|len=7995	0.00017879010710346424
gene_100405|GeneMark.hmm|1320_nt|-|826|2145|>k141_68441|flag=0|multi=9.9290|len=7995	6.201391127504774e-05
gene_100406|GeneMark.hmm|597_nt|-|2210|2806|>k141_68441|flag=0|multi=9.9290|len=7995	4.7405502382386814e-05
gene_100407|GeneMark.hmm|1788_nt|-|2910|4697|>k141_68441|flag=0|multi=9.9290|len=7995	0.00010384062426618064
gene_100408|GeneMark.hmm|1065_nt|-|4780|5844|>k141_68441|flag=0|multi=9.9290|len=7995	9.104711819642533e-05
gene_100409|GeneMark.hmm|486_nt|-|5923|6408|>k141_68441|flag=0|multi=9.9290|len=7995	2.7677869264456388e-05
